time,Ar41ActOutletFlowrate,Ar41ActTotal
139.5,3.9122153121454e-09,1.2194442908394e-05
140.5,3.9276554759164e-09,1.2246827156655e-05
141,3.9340761500904e-09,1.227293222382e-05
141.5,3.9408214673304e-09,1.2298950336899e-05
142.5,3.9570775616577e-09,1.2350638129267e-05
143.5,3.9732735393575e-09,1.2401979729383e-05
144,3.9800204730244e-09,1.2427564934691e-05
145,3.996158885086e-09,1.2478392418259e-05
145.5,4.0028096743841e-09,1.2503721413663e-05
146.5,4.0189816971236e-09,1.2554039627986e-05
147.5,4.0347996634674e-09,1.2604020543006e-05
147.75,4.0368473252497e-09,1.261649520723e-05
148.25,4.0441288870585e-09,1.2641360912795e-05
149.25,4.0601728807824e-09,1.2690758431459e-05
150.25,4.0761435243289e-09,1.273982422264e-05
151.25,4.0917259257811e-09,1.2788560741648e-05
152.25,4.1068724407435e-09,1.2836970472144e-05
153.25,4.1217354458659e-09,1.2885055729415e-05
154.25,4.1364487073722e-09,1.2932818681359e-05
155.25,4.1510905139858e-09,1.2980261405035e-05
156.25,4.1656961060915e-09,1.3027385930079e-05
157.25,4.1802759046925e-09,1.3074194263559e-05
158.25,4.1948290318876e-09,1.3120688401262e-05
158.75,4.2005969239302e-09,1.3143857927522e-05
159,4.2025033483613e-09,1.315542358191e-05
159.5,4.2093503417151e-09,1.3178477155795e-05
160.5,4.2253314508662e-09,1.3224273030103e-05
161.5,4.241230556767e-09,1.3269759671736e-05
162.5,4.256570102316e-09,1.331493957065e-05
163.5,4.2713242492597e-09,1.335981522193e-05
164.5,4.2857072190147e-09,1.3404388890236e-05
165.5,4.2999013234369e-09,1.3448662644618e-05
166.5,4.3140148168669e-09,1.3492638433873e-05
167.5,4.3280991924764e-09,1.3536318143723e-05
168.5,4.3421730787074e-09,1.3579703629753e-05
169.5,4.3562399858977e-09,1.3622796732518e-05
170.5,4.3702986222341e-09,1.3665599282316e-05
171.5,4.3843477350948e-09,1.3708113099162e-05
172.5,4.3983877770231e-09,1.375033999111e-05
173.5,4.4124211025292e-09,1.3792281752418e-05
174.5,4.4264516610693e-09,1.3833940162018e-05
175.5,4.4404846514937e-09,1.3875316982348e-05
176.5,4.4545262778392e-09,1.3916413958429e-05
177.5,4.4685838157221e-09,1.3957232816894e-05
177.75,4.4695645374577e-09,1.3967420816998e-05
178,4.4718902128823e-09,1.3977591785895e-05
178.5,4.4781776543699e-09,1.3997864983186e-05
179.5,4.4939489101413e-09,1.4038134955234e-05
180,4.5002914862177e-09,1.4058201832964e-05
181,4.5166574410067e-09,1.409806115319e-05
182,4.5322389594897e-09,1.4137648541937e-05
182.5,4.5380589778176e-09,1.4157375457492e-05
183.5,4.5534212317116e-09,1.4196560082768e-05
184.5,4.5684789780467e-09,1.4235477491247e-05
185.5,4.5834221338398e-09,1.4274129460622e-05
186.5,4.5982087889006e-09,1.4312517796721e-05
187.5,4.6129537335975e-09,1.4350644178609e-05
188.5,4.6277697318667e-09,1.4388510162245e-05
189,4.6332074904371e-09,1.4407379248273e-05
190,4.6488392113514e-09,1.4444858601721e-05
191,4.6647147322734e-09,1.4482080515048e-05
192,4.6808077505488e-09,1.4519046374126e-05
193,4.6969290220286e-09,1.4555757741594e-05
194,4.7131315553896e-09,1.4592216115976e-05
195,4.7295152066904e-09,1.4628422886548e-05
196,4.7461669786877e-09,1.4664379347281e-05
197,4.7631516648368e-09,1.4700086719673e-05
198,4.7805169826057e-09,1.4735546170204e-05
199,4.798301081035e-09,1.4770758820188e-05
200,4.8165275830437e-09,1.4805725760502e-05
201,4.8351848426966e-09,1.4840448086736e-05
201.5,4.8423260348346e-09,1.4857749385307e-05
202,4.8501199370756e-09,1.4874990670071e-05
203,4.8711455722689e-09,1.4909229242582e-05
203.5,4.8796767118386e-09,1.4926288719664e-05
204.5,4.9024522783063e-09,1.4960164198701e-05
205.5,4.9253988994124e-09,1.4993797563541e-05
206.5,4.9483884496763e-09,1.5027190279001e-05
207.5,4.9715081295426e-09,1.5060343708696e-05
208.5,4.9951190734543e-09,1.5093258847141e-05
209.5,5.0194952951872e-09,1.5125936410815e-05
210.5,5.0448072779358e-09,1.5158376943099e-05
211.5,5.0711624411984e-09,1.5190580877887e-05
212.5,5.0986406076681e-09,1.5222548567543e-05
213.5,5.1273147299958e-09,1.5254280290156e-05
214.5,5.1572607070457e-09,1.5285776247073e-05
215.5,5.1885611741997e-09,1.5317036556706e-05
215.75,5.1929973109237e-09,1.5324837783787e-05
216.25,5.2082209483106e-09,1.534038179616e-05
217.25,5.2437097711063e-09,1.5371232512659e-05
218.25,5.2810840288618e-09,1.5401845550414e-05
219.25,5.3194384525036e-09,1.5432221422332e-05
220.25,5.3589503351574e-09,1.546236045421e-05
221.25,5.4000713989847e-09,1.5492262519744e-05
221.75,5.4186086798687e-09,1.5507155511275e-05
222.75,5.4641145545646e-09,1.5536702344669e-05
223.75,5.5113868980961e-09,1.5566009785193e-05
224.75,5.5609028264883e-09,1.5595077098429e-05
225.75,5.6128265692571e-09,1.5623903389582e-05
226.25,5.6368386260877e-09,1.5638257446797e-05
226.75,5.6620833929989e-09,1.5652551975247e-05
227,5.6728428183182e-09,1.5659684849592e-05
227.5,5.7008198626067e-09,1.5673889968059e-05
228,5.7292509036066e-09,1.5688034430328e-05
229,5.795859986161e-09,1.5716072566345e-05
230,5.8645968876836e-09,1.5743859403969e-05
231,5.9352185040635e-09,1.5771394649381e-05
231.5,5.9683771286732e-09,1.5785100651036e-05
232,6.0027568639591e-09,1.5798744605371e-05
233,6.0818186773479e-09,1.5825775624228e-05
234,6.1649332303189e-09,1.5852547365185e-05
235,6.2519922232139e-09,1.5879057541314e-05
236,6.3433722903811e-09,1.5905303501775e-05
236.25,6.3623661253221e-09,1.5911849474614e-05
236.75,6.4082911927139e-09,1.5924875539306e-05
237.75,6.510309612149e-09,1.5950655727232e-05
238.75,6.6185895143374e-09,1.5976159494162e-05
239.75,6.7318681653933e-09,1.6001383623915e-05
240.75,6.8503763233581e-09,1.6026324684711e-05
241.75,6.9747186248002e-09,1.6050978665708e-05
242.75,7.1053917017021e-09,1.6075341090146e-05
243.75,7.2427316664467e-09,1.6099407178045e-05
244.75,7.3869615679077e-09,1.612317196026e-05
245.75,7.5382359131337e-09,1.6146630347591e-05
246.75,7.6966667545774e-09,1.6169777173616e-05
247.75,7.8623356836941e-09,1.6192607225409e-05
248.75,8.0352977977579e-09,1.6215115270136e-05
249.75,8.215581939209e-09,1.6237296081249e-05
250.75,8.4031898286055e-09,1.625914446536e-05
251.75,8.5980937194512e-09,1.6280655291264e-05
252.25,8.6928871996251e-09,1.6291327913851e-05
253.25,8.8992146473204e-09,1.6312327422965e-05
253.75,8.9999744913226e-09,1.6322742228211e-05
254.75,9.2186184429104e-09,1.6343217153848e-05
255.25,9.3253848911235e-09,1.6353367513929e-05
256.25,9.555271231665e-09,1.6373305760245e-05
257.25,9.7916199598698e-09,1.6392877458057e-05
258.25,1.0033566570115e-08,1.6412079393615e-05
258.5,1.0088397942165e-08,1.6416858224788e-05
259,1.020755179747e-08,1.6426324763699e-05
259.5,1.0327194731265e-08,1.6435700241001e-05
260.5,1.0584605534389e-08,1.6454071276618e-05
261.5,1.0848396969123e-08,1.6472058519371e-05
262.5,1.1116087192623e-08,1.648966055694e-05
263,1.124533284043e-08,1.6498367879725e-05
264,1.1518106940647e-08,1.6515395897901e-05
265,1.1795531305163e-08,1.6532035165693e-05
266,1.2076757909966e-08,1.654828439306e-05
267,1.236093821924e-08,1.6564143138408e-05
267.5,1.2497790880238e-08,1.6571977816598e-05
268.5,1.2786566445347e-08,1.6587255795877e-05
269.5,1.3079408395669e-08,1.6602140886048e-05
270.5,1.3374922333404e-08,1.6616632944114e-05
271.5,1.3671947878468e-08,1.6630732977181e-05
272,1.3814299181751e-08,1.6637688373873e-05
272.5,1.3957358468247e-08,1.6644549084791e-05
273.5,1.425933000791e-08,1.6657878447442e-05
274.5,1.456455409657e-08,1.6670815052502e-05
275.5,1.4870142459468e-08,1.6683361044364e-05
276.5,1.5174833461634e-08,1.6695519801371e-05
277.5,1.5478691683331e-08,1.6707294612794e-05
278.5,1.5782057004757e-08,1.6718688408144e-05
279.5,1.6085161243834e-08,1.6729703867603e-05
280.5,1.6388065965047e-08,1.6740343592781e-05
281.5,1.669070677438e-08,1.6750610232206e-05
282.5,1.699295118698e-08,1.6760506548531e-05
283.5,1.7294640749209e-08,1.6770035443532e-05
284.5,1.7595614778395e-08,1.6779199959442e-05
285.5,1.789572097875e-08,1.6788003269758e-05
286.5,1.8194818807784e-08,1.6796448666794e-05
286.75,1.8259741076627e-08,1.6798540149414e-05
287.25,1.8401899375202e-08,1.6802637687283e-05
287.75,1.8543148134565e-08,1.6806650551447e-05
288.25,1.8687098374228e-08,1.6810577663176e-05
289.25,1.899458243801e-08,1.6818071643502e-05
290.25,1.9300471004076e-08,1.6825209288613e-05
291.25,1.9600902114829e-08,1.6831998275649e-05
292.25,1.9895587861246e-08,1.6838446514369e-05
292.75,2.0032425731217e-08,1.6841590949727e-05
293.75,2.0321728907965e-08,1.6847547539947e-05
294.75,2.0610881127384e-08,1.6853174140299e-05
295.75,2.0898162287741e-08,1.6858474698785e-05
296,2.0958833477759e-08,1.6859782284172e-05
296.5,2.1093399462828e-08,1.6862320788573e-05
297.5,2.1378150335755e-08,1.6867077726308e-05
298,2.151273749187e-08,1.6869380318314e-05
299,2.1799809663741e-08,1.6873666108724e-05
300,2.2083868726968e-08,1.6877637560428e-05
301,2.2362916253111e-08,1.6881301637537e-05
302,2.263670459744e-08,1.6884665504871e-05
303,2.2906233584686e-08,1.6887735288777e-05
304,2.3172492354555e-08,1.6890516095719e-05
305,2.3436111613163e-08,1.6893012374949e-05
306,2.3697396748924e-08,1.6895228245449e-05
307,2.3956449686316e-08,1.6897167699734e-05
308,2.4213272090655e-08,1.6898834703989e-05
309,2.4467828489026e-08,1.690023323498e-05
310,2.4720077427401e-08,1.6901367285854e-05
311,2.4969983694686e-08,1.6902240859807e-05
312,2.5217521316605e-08,1.690285796086e-05
313,2.5462673105268e-08,1.6903222585114e-05
314,2.5705429261204e-08,1.6903338713464e-05
315,2.5945785938433e-08,1.6903210305772e-05
316,2.6183744108725e-08,1.6902841296221e-05
317,2.6419308690838e-08,1.6902235589556e-05
317.5,2.6524655387411e-08,1.6901879941784e-05
318.5,2.675812399655e-08,1.6900936164435e-05
319.5,2.6992246607406e-08,1.6899760781746e-05
320.5,2.7223951879533e-08,1.6898357666672e-05
321.5,2.7451589502639e-08,1.6896732305927e-05
322.5,2.7675333094275e-08,1.6894889977836e-05
323.5,2.7895809385887e-08,1.6892835305157e-05
324.5,2.8113550920262e-08,1.6890572353376e-05
325.5,2.8328885540474e-08,1.6888104837519e-05
326.5,2.8541978498647e-08,1.6885436285649e-05
327.5,2.8752899015055e-08,1.6882570135245e-05
328.5,2.8961670229306e-08,1.6879509779419e-05
329.5,2.9168297937351e-08,1.687625858435e-05
330,2.9258500943228e-08,1.687459195622e-05
331,2.9463855442861e-08,1.6871070825264e-05
332,2.9670071841428e-08,1.6867362212705e-05
333,2.987386349219e-08,1.6863469721253e-05
334,3.0073607939663e-08,1.6859398541997e-05
335,3.0269585628274e-08,1.6855153553769e-05
336,3.0462496184428e-08,1.6850738910159e-05
337,3.0652900244946e-08,1.6846158182629e-05
338,3.0841126336375e-08,1.6841414594645e-05
338.5,3.0921857910746e-08,1.6839008877053e-05
338.75,3.0954741603979e-08,1.6837799415305e-05
339.25,3.1038546593077e-08,1.6835345137019e-05
340.25,3.123455855142e-08,1.6830268095658e-05
341.25,3.1431640454571e-08,1.682502261337e-05
342.25,3.1621971850268e-08,1.6819616461534e-05
343.25,3.1804595577613e-08,1.6814058314565e-05
344.25,3.1981478304943e-08,1.6808354839816e-05
345.25,3.2154588391827e-08,1.6802510710219e-05
346.25,3.2325166800175e-08,1.6796529339291e-05
347.25,3.2493815162581e-08,1.6790413523334e-05
348.25,3.2660749186523e-08,1.6784165827933e-05
349.25,3.282600150416e-08,1.6777788770806e-05
350.25,3.2989537057483e-08,1.6771284889102e-05
351.25,3.3151308721166e-08,1.6764656751159e-05
352.25,3.3311283884292e-08,1.6757906941853e-05
353.25,3.3469442904308e-08,1.6751038049627e-05
354.25,3.362577580842e-08,1.6744052656872e-05
355.25,3.3780279099668e-08,1.6736953333554e-05
356.25,3.3932953608066e-08,1.6729742632996e-05
357.25,3.4083803124529e-08,1.6722423089062e-05
358.25,3.4232838650502e-08,1.6714997208982e-05
359.25,3.4380084625261e-08,1.670746745979e-05
360.25,3.4525534416017e-08,1.669983630003e-05
361.25,3.4669182639224e-08,1.6692106178781e-05
362.25,3.4811033209865e-08,1.668427952644e-05
363.25,3.4951095019538e-08,1.667635874981e-05
363.75,3.5007824089923e-08,1.6672381528079e-05
364.25,3.5065861561392e-08,1.6668386854688e-05
365.25,3.5211031162797e-08,1.6660299366296e-05
366.25,3.535612000949e-08,1.6652114501948e-05
367.25,3.5496123614862e-08,1.664383794092e-05
368.25,3.5630436699363e-08,1.6635475930485e-05
369.25,3.5760532488205e-08,1.6627033216831e-05
370.25,3.5887800709602e-08,1.6618513138209e-05
371.25,3.6013060700486e-08,1.6609918200121e-05
372.25,3.6136671090556e-08,1.6601250537592e-05
373.25,3.625873514767e-08,1.6592512170649e-05
373.75,3.630678274978e-08,1.6588131832659e-05
374.75,3.6430158186414e-08,1.65792997414e-05
375.75,3.6553564474749e-08,1.6570396733152e-05
376.75,3.6674131293436e-08,1.6561426097e-05
377.75,3.679089717126e-08,1.6552392059083e-05
378.75,3.690449471281e-08,1.6543298191467e-05
379.75,3.7015685040354e-08,1.6534147288998e-05
380.75,3.7124953991469e-08,1.652494164755e-05
381.75,3.7232526431213e-08,1.6515683326067e-05
382.75,3.7338471806481e-08,1.6506374302077e-05
383.75,3.7442785487293e-08,1.6497016545425e-05
384.75,3.7545439987714e-08,1.6487612041373e-05
385.75,3.7646397289965e-08,1.6478162800623e-05
386.75,3.7745622376636e-08,1.646867085611e-05
387.25,3.7782617551395e-08,1.6463920525483e-05
388.25,3.7883296377738e-08,1.6454376053196e-05
389.25,3.7983157971034e-08,1.6444788939427e-05
390.25,3.8079790319183e-08,1.6435162683954e-05
391.25,3.8172486579065e-08,1.6425501469689e-05
392.25,3.8261929627175e-08,1.6415808775711e-05
393.25,3.8348832052226e-08,1.6406087352278e-05
394.25,3.8433611216232e-08,1.6396339518463e-05
395.25,3.8516433562059e-08,1.6386567413747e-05
396.25,3.8597321199822e-08,1.6376773142193e-05
397.25,3.8676230902313e-08,1.636695883737e-05
398.25,3.8753097044328e-08,1.6357126684313e-05
398.5,3.8757017344649e-08,1.635467135864e-05
399,3.878704487289e-08,1.6349760366691e-05
400,3.8869595802906e-08,1.6339915000803e-05
400.5,3.8899907361614e-08,1.6334991959612e-05
401.5,3.8982725499884e-08,1.6325122402932e-05
402.5,3.9058637555847e-08,1.631523644713e-05
403.5,3.9127593431188e-08,1.630534111644e-05
404,3.9148669977029e-08,1.6300397787953e-05
405,3.9214210103809e-08,1.6290505148402e-05
406,3.9276571607183e-08,1.6280609793885e-05
407,3.933479152158e-08,1.6270715869928e-05
408,3.9388688218144e-08,1.6260827680915e-05
409,3.9439003380143e-08,1.6250948768613e-05
409.5,3.9451782195806e-08,1.6246017788873e-05
410.5,3.9502574881878e-08,1.6236164466224e-05
411.5,3.9550554168471e-08,1.6226322593221e-05
412.5,3.9594303037391e-08,1.6216496312375e-05
413.5,3.9633421357102e-08,1.6206690141498e-05
414.5,3.9668586238188e-08,1.6196907898292e-05
415.5,3.9700394352403e-08,1.618715278436e-05
416.5,3.9729156169118e-08,1.6177427673052e-05
417.5,3.9754975556374e-08,1.616773531641e-05
418,3.9755773475242e-08,1.616290333256e-05
419,3.9782283053624e-08,1.6153271043589e-05
420,3.9805197468829e-08,1.6143673873921e-05
421,3.9823477619165e-08,1.6134116213403e-05
422,3.98368720934e-08,1.6124602678243e-05
422.5,3.9831145467584e-08,1.6119863093902e-05
423.5,3.9843773886142e-08,1.6110428304929e-05
424.5,3.9852349878054e-08,1.6101041707397e-05
425.5,3.9856294047637e-08,1.6091707603664e-05
426.5,3.9855501754844e-08,1.6082430377907e-05
427.5,3.985075797738e-08,1.6073213608392e-05
428.5,3.9842699909804e-08,1.6064060218836e-05
429,3.9826762520532e-08,1.6059505249317e-05
429.5,3.9813622938374e-08,1.6054970521569e-05
430.5,3.9809961073767e-08,1.6045959172031e-05
431.5,3.9801097290724e-08,1.6037010780419e-05
432.5,3.978582681181e-08,1.6028131311427e-05
433,3.9765478377637e-08,1.6023715083463e-05
434,3.9747531041699e-08,1.601495345397e-05
435,3.9724827425046e-08,1.6006266990407e-05
436,3.9697740094281e-08,1.5997659574223e-05
437,3.966646807337e-08,1.5989134870552e-05
438,3.9631868355323e-08,1.5980695672084e-05
438.5,3.9602889476827e-08,1.5976503197782e-05
439.5,3.9569925666475e-08,1.5968201230414e-05
440.5,3.9533176960786e-08,1.5959985543836e-05
441.5,3.94925807324e-08,1.5951859416417e-05
442.5,3.9448081330973e-08,1.5943826166164e-05
443.5,3.9400440398774e-08,1.5935888335113e-05
443.75,3.9372595632817e-08,1.5933913819553e-05
444.25,3.9344011930572e-08,1.5929990808255e-05
445.25,3.9302345800291e-08,1.592223312185e-05
446.25,3.9256512392904e-08,1.5914567383156e-05
447.25,3.9204815437854e-08,1.5906998825197e-05
448.25,3.9147918576231e-08,1.5899531998797e-05
448.75,3.9107599165859e-08,1.5895829849447e-05
449.75,3.9051474503464e-08,1.5888525449778e-05
450.75,3.8991447392843e-08,1.588132425354e-05
451.75,3.8928063606833e-08,1.5874228939356e-05
452.75,3.8861375330533e-08,1.586724212245e-05
453.25,3.8816575274671e-08,1.5863781457507e-05
453.75,3.8775224062932e-08,1.586035169117e-05
454.75,3.8714161497489e-08,1.5853593579673e-05
455.75,3.8648125334069e-08,1.584694123165e-05
456.75,3.8577043525953e-08,1.5840398978689e-05
457.75,3.8501718718013e-08,1.5833970335449e-05
458.25,3.8452524744304e-08,1.5830790068714e-05
458.75,3.840682753344e-08,1.5827641983175e-05
459.75,3.8336952962023e-08,1.5821452445948e-05
460.75,3.8262281025444e-08,1.5815373673928e-05
461.25,3.8213139087715e-08,1.581236776849e-05
462.25,3.8137360178942e-08,1.5806466645696e-05
463.25,3.8056352448684e-08,1.5800680754054e-05
464.25,3.7971936334007e-08,1.5795012737714e-05
465.25,3.7884694440484e-08,1.5789464652069e-05
466.25,3.7795582504851e-08,1.5784037592522e-05
467.25,3.7705203515237e-08,1.5778732049734e-05
468.25,3.761382920654e-08,1.5773548241748e-05
469.25,3.7521552387922e-08,1.5768486292985e-05
470.25,3.7428395434988e-08,1.5763546304535e-05
471.25,3.7334364580372e-08,1.5758728370242e-05
472.25,3.7239470861726e-08,1.5754032571953e-05
473.25,3.7143735103199e-08,1.5749458969864e-05
474.25,3.7047186710528e-08,1.5745007594129e-05
475.25,3.6949861148842e-08,1.574067843906e-05
475.75,3.6890528807992e-08,1.5738549633399e-05
476.75,3.6798144442128e-08,1.5734408066745e-05
477.75,3.6702655359734e-08,1.5730384943714e-05
478.75,3.660506671977e-08,1.5726481584453e-05
479.75,3.6505407267209e-08,1.5722699277287e-05
480.75,3.6404423763909e-08,1.5719038562263e-05
481.75,3.630267674482e-08,1.5715499420149e-05
482.75,3.6200457723591e-08,1.5712081542728e-05
483.75,3.6097891772531e-08,1.5708784499588e-05
483.78125,3.6059888048708e-08,1.5708682689529e-05
483.8125,3.6052234046612e-08,1.5708581128889e-05
483.8203125,3.6041229200058e-08,1.5708555825932e-05
483.8359375,3.604029166036e-08,1.5708505235432e-05
483.8671875,3.604116093325e-08,1.5708404036974e-05
483.9296875,3.6041247304499e-08,1.5708201689773e-05
484.0546875,3.6033405355358e-08,1.5707798236699e-05
484.3046875,3.6003936843807e-08,1.5706999809055e-05
484.8046875,3.5950986994805e-08,1.5705433814529e-05
485.8046875,3.5872637652259e-08,1.5702396935608e-05
486.8046875,3.5785342880946e-08,1.5699463363651e-05
487.8046875,3.5688084881733e-08,1.5696642289958e-05
488.8046875,3.5584797023341e-08,1.5693938965e-05
489.8046875,3.5479070640964e-08,1.5691355046635e-05
490.8046875,3.5372787399422e-08,1.5688890317884e-05
491.8046875,3.5266683501826e-08,1.5686543834585e-05
492.8046875,3.5160933777622e-08,1.5684314486051e-05
493.3046875,3.5097861296141e-08,1.5683234081064e-05
494.3046875,3.4998604813217e-08,1.5681182730206e-05
495.3046875,3.4896913265687e-08,1.5679242608792e-05
496.3046875,3.4793931505127e-08,1.5677414273573e-05
497.3046875,3.4689591144607e-08,1.5675698350696e-05
498.3046875,3.4584560833002e-08,1.5674094799928e-05
499.3046875,3.4479345422967e-08,1.5672603080917e-05
500.3046875,3.4374195573209e-08,1.5671222408373e-05
501.3046875,3.4269203594046e-08,1.5669951910559e-05
502.3046875,3.4164388852946e-08,1.5668790702061e-05
503.3046875,3.4059745897568e-08,1.5667737908414e-05
504.3046875,3.3955266041752e-08,1.5666792669193e-05
505.3046875,3.3850944625528e-08,1.5665954133922e-05
506.3046875,3.3746781765501e-08,1.566522145726e-05
507.3046875,3.3642780917164e-08,1.5664593795646e-05
508.3046875,3.3538947154552e-08,1.566407030566e-05
509.3046875,3.3435285786283e-08,1.5663650143814e-05
510.3046875,3.3331801651664e-08,1.5663332467036e-05
511.3046875,3.3228498704658e-08,1.566311643351e-05
512.3046875,3.312537981258e-08,1.5663001203723e-05
512.8046875,3.3063808432047e-08,1.5662973696013e-05
513.8046875,3.2966940106118e-08,1.5663012200522e-05
514.8046875,3.2867594113612e-08,1.5663146135201e-05
515.3046875,3.2807712938116e-08,1.5663241966721e-05
516.3046875,3.2712441793877e-08,1.5663523973986e-05
517.3046875,3.2613651403608e-08,1.5663899286487e-05
518.3046875,3.2513346491629e-08,1.5664368792272e-05
519.3046875,3.241179406766e-08,1.5664933114282e-05
520.3046875,3.2309773673361e-08,1.5665592099459e-05
521.3046875,3.2207802064256e-08,1.566634508376e-05
521.8046875,3.2146909321467e-08,1.5666749934951e-05
522.8046875,3.2051300637284e-08,1.5667646302929e-05
523.8046875,3.1953374183402e-08,1.5668631129439e-05
524.8046875,3.1854505590431e-08,1.5669704765515e-05
525.8046875,3.1754584281724e-08,1.5670867674402e-05
526.8046875,3.1654228710326e-08,1.5672119703756e-05
527.8046875,3.1553910319873e-08,1.5673460234991e-05
528.8046875,3.1453859994095e-08,1.5674888424742e-05
529.0546875,3.1413009726158e-08,1.567525490858e-05
529.5546875,3.1362558058929e-08,1.5676009801196e-05
530.5546875,3.1272369290022e-08,1.5677596360339e-05
531.5546875,3.1179873472975e-08,1.56792615077e-05
532.5546875,3.1084636368518e-08,1.5681007433613e-05
533.0546875,3.1026375418603e-08,1.5681905826077e-05
534.0546875,3.0933895438713e-08,1.5683779743811e-05
535.0546875,3.0838447839176e-08,1.5685733287739e-05
536.0546875,3.0742042037197e-08,1.5687766877839e-05
537.0546875,3.0644774409184e-08,1.5689880841305e-05
538.0546875,3.0547300210847e-08,1.5692074854645e-05
539.0546875,3.0450068955114e-08,1.5694348151358e-05
540.0546875,3.0353279052396e-08,1.5696699773549e-05
541.0546875,3.0256985390352e-08,1.5699128715377e-05
542.0546875,3.0161184320516e-08,1.5701633981288e-05
543.0546875,3.0065857936729e-08,1.5704214600008e-05
544.0546875,2.9970991713577e-08,1.5706869621063e-05
545.0546875,2.9876578977268e-08,1.5709598106836e-05
546.0546875,2.9782620550483e-08,1.5712399125061e-05
546.5546875,2.9726025753035e-08,1.5713822498919e-05
547.5546875,2.9638476959588e-08,1.57167346041e-05
548.5546875,2.9548820661937e-08,1.571971378548e-05
549.5546875,2.9458485745734e-08,1.5722760268881e-05
549.8046875,2.9420211449011e-08,1.5723530019247e-05
550.0546875,2.9391461953193e-08,1.5724305469081e-05
550.5546875,2.9345613927028e-08,1.5725873342728e-05
551.5546875,2.9267105609072e-08,1.5729063656002e-05
552.5546875,2.918500573441e-08,1.5732311751844e-05
553.5546875,2.9098732931435e-08,1.5735621371038e-05
554.5546875,2.9009575605693e-08,1.5738994963346e-05
555.5546875,2.8919489542033e-08,1.5742433026259e-05
556.5546875,2.8829647539753e-08,1.5745934893207e-05
557.5546875,2.8740543443883e-08,1.5749499413882e-05
558.5546875,2.8652305982307e-08,1.5753125318938e-05
559.5546875,2.856491421035e-08,1.575681136863e-05
560.5546875,2.8478308118645e-08,1.576055639123e-05
561.5546875,2.8392434090251e-08,1.5764359276114e-05
562.5546875,2.8307257193569e-08,1.5768218954797e-05
563.5546875,2.8222759555448e-08,1.5772134383736e-05
564.5546875,2.8138934854027e-08,1.5776104532702e-05
565.5546875,2.805578328786e-08,1.5780128378225e-05
566.5546875,2.7973308327305e-08,1.5784204900308e-05
567.5546875,2.7891515104971e-08,1.5788333080757e-05
568.5546875,2.7810409917544e-08,1.5792511901966e-05
569.5546875,2.7730000335806e-08,1.5796740345675e-05
570.5546875,2.7650295400245e-08,1.5801017391531e-05
571.5546875,2.7571305626979e-08,1.5805342015619e-05
572.5546875,2.7493042851039e-08,1.5809713189172e-05
573.5546875,2.7415519946348e-08,1.5814129877563e-05
574.5546875,2.7338750495205e-08,1.5818591039645e-05
575.5546875,2.7262748600831e-08,1.5823095627269e-05
576.5546875,2.7187528743509e-08,1.5827642584949e-05
577.5546875,2.7113105750079e-08,1.5832230849564e-05
578.5546875,2.7039494833605e-08,1.5836859350018e-05
579.5546875,2.6966711696811e-08,1.5841527006793e-05
580.0546875,2.6921025200874e-08,1.584387522461e-05
581.0546875,2.6854857534109e-08,1.5848603775544e-05
582.0546875,2.6787267737963e-08,1.5853365703255e-05
583.0546875,2.6719536942157e-08,1.5858160927592e-05
584.0546875,2.6651419809977e-08,1.5862989616406e-05
585.0546875,2.6583484843575e-08,1.5867851373495e-05
586.0546875,2.6516216846097e-08,1.5872745325133e-05
587.0546875,2.6449881012517e-08,1.5877670340923e-05
588.0546875,2.6384591046642e-08,1.5882625185523e-05
589.0546875,2.6320384965612e-08,1.5887608594222e-05
590.0546875,2.6257272490808e-08,1.5892619301075e-05
591.0546875,2.6195258210552e-08,1.5897656043949e-05
592.0546875,2.6134348212483e-08,1.5902717562887e-05
593.0546875,2.6074554542389e-08,1.5907802594194e-05
593.3046875,2.604462747167e-08,1.5909079071635e-05
593.5546875,2.6024024454807e-08,1.5910358395244e-05
594.0546875,2.5993966793462e-08,1.591292288706e-05
595.0546875,2.5948431657343e-08,1.5918060830639e-05
596.0546875,2.5901130674032e-08,1.5923209448868e-05
597.0546875,2.5850655228027e-08,1.5928371809334e-05
598.0546875,2.5797884172417e-08,1.5933550096804e-05
599.0546875,2.5744671812222e-08,1.5938744645204e-05
600.0546875,2.56922326755e-08,1.5943954583774e-05
601.0546875,2.5641125645312e-08,1.5949178494739e-05
602.0546875,2.5591523894566e-08,1.5954414798807e-05
603.0546875,2.5543428494557e-08,1.5959661926432e-05
604.0546875,2.5496789013055e-08,1.5964918368531e-05
605.0546875,2.5451557235254e-08,1.5970182673753e-05
606.0546875,2.5407703208409e-08,1.5975453429903e-05
606.5546875,2.5376603822509e-08,1.5978094986868e-05
607.5546875,2.5339798457838e-08,1.598337740357e-05
608.5546875,2.5302441926656e-08,1.5988659735284e-05
609.5546875,2.5265531206719e-08,1.5993941539861e-05
610.5546875,2.5228686819462e-08,1.5999222757816e-05
611.5546875,2.5192421929229e-08,1.600450282158e-05
612.5546875,2.5157209002409e-08,1.6009780699174e-05
613.5546875,2.5123310290125e-08,1.6015055105707e-05
614.5546875,2.5090831551305e-08,1.6020324660071e-05
615.5546875,2.5059795813752e-08,1.6025587967454e-05
616.5546875,2.5030192991035e-08,1.6030843652137e-05
